V1	V2	V3	V4	V5	V6	V7	mean
amino_acid_metabolism	degradation	aromatic_aa	tryptophan	NA	NA	NA	0.528657034
amino_acid_metabolism	degradation	aromatic_aa	tyrosine	NA	NA	NA	9.86068405
amino_acid_metabolism	degradation	aspartate_family	asparagine	L_asparaginase	NA	NA	0.857154628
amino_acid_metabolism	degradation	aspartate_family	methionine	NA	NA	NA	22.13945718
amino_acid_metabolism	degradation	branched_chain_group	isoleucine	NA	NA	NA	3.548823575
amino_acid_metabolism	degradation	branched_chain_group	leucine	NA	NA	NA	5.604104305
amino_acid_metabolism	degradation	branched_chain_group	shared	NA	NA	NA	12.44879063
amino_acid_metabolism	degradation	branched_chain_group	valine	NA	NA	NA	2.396916132
amino_acid_metabolism	degradation	glutamate_family	arginine	NA	NA	NA	1.976209044
amino_acid_metabolism	degradation	glutamate_family	proline	NA	NA	NA	2.652353442
amino_acid_metabolism	degradation	serine_glycine_cysteine_group	cysteine	NA	NA	NA	2.828193722
amino_acid_metabolism	degradation	serine_glycine_cysteine_group	glycine	NA	NA	NA	160.0678538
amino_acid_metabolism	misc	NA	NA	NA	NA	NA	4.481035045
amino_acid_metabolism	synthesis	aromatic_aa	chorismate	3_dehydroquinate_synthase	NA	NA	1.200010116
amino_acid_metabolism	synthesis	aromatic_aa	chorismate	3_deoxy_D_arabino_heptulosonate_7_phosphate_synthase	NA	NA	0.973850458
amino_acid_metabolism	synthesis	aromatic_aa	chorismate	5_enolpyruvylshikimate_3_phosphate_synthase	NA	NA	1.816874068
amino_acid_metabolism	synthesis	aromatic_aa	chorismate	dehydroquinate/shikimate_dehydrogenase	NA	NA	7.034517758
amino_acid_metabolism	synthesis	aromatic_aa	chorismate	shikimate_kinase	NA	NA	0.529411959
amino_acid_metabolism	synthesis	aromatic_aa	phenylalanine_and_tyrosine	NA	NA	NA	1.718587266
amino_acid_metabolism	synthesis	aromatic_aa	tryptophan	anthranilate_synthase	NA	NA	0.542420914
amino_acid_metabolism	synthesis	aromatic_aa	tryptophan	indole_3_glycerol_phosphate_synthase	NA	NA	2.624319602
amino_acid_metabolism	synthesis	aromatic_aa	tryptophan	tryptophan_synthase	NA	NA	1.50495591
amino_acid_metabolism	synthesis	aspartate_family	asparagine	asparagine_synthetase	NA	NA	1.443511557
amino_acid_metabolism	synthesis	aspartate_family	lysine	diaminopimelate_decarboxylase	NA	NA	2.544463088
amino_acid_metabolism	synthesis	aspartate_family	lysine	diaminopimelate_epimerase	NA	NA	0.702574613
amino_acid_metabolism	synthesis	aspartate_family	lysine	dihydrodipicolinate_reductase	NA	NA	0.249378007
amino_acid_metabolism	synthesis	aspartate_family	lysine	dihydrodipicolinate_synthase	NA	NA	1.372042493
amino_acid_metabolism	synthesis	aspartate_family	lysine	LL_diaminopimelic_acid_aminotransferase	NA	NA	5.053611957
amino_acid_metabolism	synthesis	aspartate_family	methionine	cystathionine_beta_lyase	NA	NA	0.277686444
amino_acid_metabolism	synthesis	aspartate_family	methionine	cystathionine_gamma_synthase	NA	NA	0.090229249
amino_acid_metabolism	synthesis	aspartate_family	methionine	homocysteine_S_methyltransferase	NA	NA	6.014574158
amino_acid_metabolism	synthesis	aspartate_family	methionine	methionine_S_methyltransferase	NA	NA	1.926713246
amino_acid_metabolism	synthesis	aspartate_family	methionine	NA	NA	NA	69.96454817
amino_acid_metabolism	synthesis	aspartate_family	misc	homoserine	aspartate_semialdehyde_dehydrogenase	NA	1.237263446
amino_acid_metabolism	synthesis	aspartate_family	threonine	threonine_synthase	NA	NA	2.249504344
amino_acid_metabolism	synthesis	branched_chain_group	common	acetolactate_synthase	NA	NA	1.204628615
amino_acid_metabolism	synthesis	branched_chain_group	common	branched_chain_amino_acid_aminotransferase	NA	NA	0.814226924
amino_acid_metabolism	synthesis	branched_chain_group	common	ketol_acid_reductoisomerase	NA	NA	11.23707604
amino_acid_metabolism	synthesis	branched_chain_group	leucine_specific	2_isopropylmalate_synthase	NA	NA	4.330656848
amino_acid_metabolism	synthesis	branched_chain_group	leucine_specific	3_isopropylmalate_dehydrogenase	NA	NA	2.969862211
amino_acid_metabolism	synthesis	central_amino_acid_metabolism	alanine	alanine_aminotransferase	NA	NA	0.548167751
amino_acid_metabolism	synthesis	central_amino_acid_metabolism	alanine	alanine_glyoxylate_aminotransferase	NA	NA	0.779270656
amino_acid_metabolism	synthesis	central_amino_acid_metabolism	aspartate	aspartate_aminotransferase	NA	NA	39.7727108
amino_acid_metabolism	synthesis	central_amino_acid_metabolism	GABA	GABA_transaminase	NA	NA	4.613472328
amino_acid_metabolism	synthesis	central_amino_acid_metabolism	GABA	gamma_hydroxybutyrate_DH	NA	NA	5.389403471
amino_acid_metabolism	synthesis	central_amino_acid_metabolism	GABA	Glutamate_decarboxylase	NA	NA	8.948329155
amino_acid_metabolism	synthesis	glutamate_family	arginine	acetylglutamate_kinase	NA	NA	0.884403044
amino_acid_metabolism	synthesis	glutamate_family	arginine	acetylornithine_aminotransferase	NA	NA	0.328473854
amino_acid_metabolism	synthesis	glutamate_family	arginine	argininosuccinate_lyase	NA	NA	0.348510811
amino_acid_metabolism	synthesis	glutamate_family	arginine	arginosuccinate_synthase	NA	NA	2.095991516
amino_acid_metabolism	synthesis	glutamate_family	arginine	N_Acetylglutamate_5_P_reductase	NA	NA	0.992663148
amino_acid_metabolism	synthesis	glutamate_family	arginine	ornithine_carbamoyltransferase	NA	NA	2.046742779
amino_acid_metabolism	synthesis	histidine	ATP_phosphoribosyl_transferase	NA	NA	NA	0.721446211
amino_acid_metabolism	synthesis	histidine	histidinol_dehydrogenase	NA	NA	NA	0.855492091
amino_acid_metabolism	synthesis	histidine	N_5_phosphoribosyl_formimino_5_aminoimidazole_4_carboxamide_ribonucleotide_isomerase	NA	NA	NA	1.124389026
amino_acid_metabolism	synthesis	serine_glycine_cysteine_group	cysteine	OASTL	NA	NA	30.14763853
amino_acid_metabolism	synthesis	serine_glycine_cysteine_group	cysteine	NA	NA	NA	2.053684428
amino_acid_metabolism	synthesis	serine_glycine_cysteine_group	serine	phosphoglycerate_dehydrogenase	NA	NA	13.17521497
amino_acid_metabolism	synthesis	serine_glycine_cysteine_group	serine	phosphoserine_aminotransferase	NA	NA	1.834099166
amino_acid_metabolism	NA	NA	NA	NA	NA	NA	5.494368239
Biodegradation_of_Xenobiotics	hydroxyacylglutathione_hydrolase	NA	NA	NA	NA	NA	0.685203158
Biodegradation_of_Xenobiotics	lactoylglutathione_lyase	NA	NA	NA	NA	NA	66.05427417
C1_metabolism	formate_dehydrogenase	NA	NA	NA	NA	NA	7.339500376
C1_metabolism	formate_tetrahydrofolate_ligase	NA	NA	NA	NA	NA	9.864665135
C1_metabolism	Methylenetetrahydrofolate_dehydrogenase_&_Methenyltetrahydrofolate_cyclohydrolase	NA	NA	NA	NA	NA	1.139600771
C1_metabolism	methylenetetrahydrofolate_reductase	NA	NA	NA	NA	NA	4.688127513
C1_metabolism	tetrahydrofolate_synthase	NA	NA	NA	NA	NA	1.098949428
C1_metabolism	NA	NA	NA	NA	NA	NA	11.41328605
cell	cell_death	plants	NA	NA	NA	NA	0.515858431
cell	cycle	peptidylprolyl_isomerase	NA	NA	NA	NA	63.52693626
cell	division	plastid	NA	NA	NA	NA	1.355903742
cell	division	NA	NA	NA	NA	NA	53.75218121
cell	organisation	cytoskeleton	actin	Actin	NA	NA	54.5507568
cell	organisation	cytoskeleton	actin	actin_binding	NA	NA	4.253125749
cell	organisation	cytoskeleton	mikrotubuli	NA	NA	NA	49.25131449
cell	organisation	NA	NA	NA	NA	NA	134.1690786
cell	vesicle_transport	NA	NA	NA	NA	NA	52.3327963
cell_wall	cell_wall_proteins	RGP	NA	NA	NA	NA	13.85636516
cell_wall	cellulose_synthesis	cellulose_synthase	NA	NA	NA	NA	22.04020068
cell_wall	degradation	cellulases_and_beta__14_glucanases	NA	NA	NA	NA	0.437196214
cell_wall	degradation	mannan_xylose_arabinose_fucose	NA	NA	NA	NA	20.126494
cell_wall	degradation	pectate_lyases_and_polygalacturonases	NA	NA	NA	NA	1.02516498
cell_wall	pectin*esterases	PME	NA	NA	NA	NA	2.03062125
cell_wall	precursor_synthesis	AXS	NA	NA	NA	NA	0.519043387
cell_wall	precursor_synthesis	GMD	NA	NA	NA	NA	0.337570491
cell_wall	precursor_synthesis	KDO_pathway	CMP_KDO_Synthetase	NA	NA	NA	0.589767584
cell_wall	precursor_synthesis	KDO_pathway	KDO_8_Phosphate_Synthase	NA	NA	NA	0.856984943
cell_wall	precursor_synthesis	NDP_sugar_pyrophosphorylase	GDP_mannose	NA	NA	NA	1.270070308
cell_wall	precursor_synthesis	NDP_sugar_pyrophosphorylase	multiple_NDP_Sugars	NA	NA	NA	9.957065168
cell_wall	precursor_synthesis	phosphomannomutase	NA	NA	NA	NA	0.164124232
cell_wall	precursor_synthesis	RHM	NA	NA	NA	NA	1.807458801
cell_wall	precursor_synthesis	UDP_Glc_dehydrogenase_(UGD)	NA	NA	NA	NA	2.228874566
cell_wall	precursor_synthesis	UGE	NA	NA	NA	NA	10.82911367
cell_wall	precursor_synthesis	UXS	NA	NA	NA	NA	1.771581657
Co_factor_and_vitamine_metabolism	iron_sulphur_clusters	NA	NA	NA	NA	NA	0.248732
Co_factor_and_vitamine_metabolism	pantothenate	pantothenate_kinase_(PANK)	NA	NA	NA	NA	0.923021847
Co_factor_and_vitamine_metabolism	riboflavin	riboflavin_synthase	NA	NA	NA	NA	2.340028729
Co_factor_and_vitamine_metabolism	thiamine	hydroxymethylpyrimidine_kinase	NA	NA	NA	NA	0.576349844
Co_factor_and_vitamine_metabolism	thiamine	NA	NA	NA	NA	NA	18.63745705
Co_factor_and_vitamine_metabolism	NA	NA	NA	NA	NA	NA	6.93332596
development	late_embryogenesis_abundant	NA	NA	NA	NA	NA	4.836275289
development	storage_proteins	NA	NA	NA	NA	NA	1.208317941
development	unspecified	NA	NA	NA	NA	NA	40.30696389
DNA	repair	NA	NA	NA	NA	NA	2.01378504
DNA	synthesis/chromatin_structure	histone	core	H2A	NA	NA	71.70091366
DNA	synthesis/chromatin_structure	histone	core	H3	NA	NA	8.742596463
DNA	synthesis/chromatin_structure	histone	core	H4	NA	NA	17.69985225
DNA	synthesis/chromatin_structure	histone	H1	NA	NA	NA	0.378453454
DNA	synthesis/chromatin_structure	NA	NA	NA	NA	NA	16.84753564
DNA	unspecified	NA	NA	NA	NA	NA	20.20292977
ell_wall	precursor_synthesis	sugar_kinases	arabinose_1_kinase	NA	NA	NA	2.291698786
fermentation	ADH	NA	NA	NA	NA	NA	44.66071131
fermentation	aldehyde_dehydrogenase	NA	NA	NA	NA	NA	57.56771194
fermentation	PDC	NA	NA	NA	NA	NA	10.46238466
gluconeogenesis_/_glyoxylate_cycle	citrate_synthase	NA	NA	NA	NA	NA	1.036126482
gluconeogenesis_/_glyoxylate_cycle	Malate_DH	NA	NA	NA	NA	NA	81.78628057
gluconeogenesis_/_glyoxylate_cycle	pyruvate_dikinase	NA	NA	NA	NA	NA	15.68666697
glycolysis	cytosolic_branch	3_phosphoglycerate_kinase_(PGK)	NA	NA	NA	NA	73.9857829
glycolysis	cytosolic_branch	fructose_26_bisphosphatase_(Fru26BisPase)	NA	NA	NA	NA	4.150402545
glycolysis	cytosolic_branch	glucose_6_phosphate_isomerase	NA	NA	NA	NA	8.442302906
glycolysis	cytosolic_branch	glyceraldehyde_3_phosphate_dehydrogenase_(GAP_DH)	NA	NA	NA	NA	65.83750105
glycolysis	cytosolic_branch	non_phosphorylating_glyceraldehyde_3_phosphate_dehydrogenase_(NPGAP_DH)	NA	NA	NA	NA	39.17784577
glycolysis	cytosolic_branch	phospho_enol_pyruvate_carboxylase_(PEPC)	NA	NA	NA	NA	35.96288952
glycolysis	cytosolic_branch	phosphofructokinase_(PFK)	NA	NA	NA	NA	5.133362449
glycolysis	cytosolic_branch	phosphoglucomutase_(PGM)	NA	NA	NA	NA	39.34251928
glycolysis	cytosolic_branch	phosphoglycerate_mutase	NA	NA	NA	NA	17.56561405
glycolysis	cytosolic_branch	pyrophosphate_fructose_6_P_phosphotransferase	NA	NA	NA	NA	7.384165777
glycolysis	cytosolic_branch	pyruvate_kinase_(PK)	NA	NA	NA	NA	23.30251672
